Element, Nterminals, Nconductors, P_1, Q_1, ...
"Vsource.source", 2, 3,   -53.3434,    -36.794,   -53.3434,    -36.794,   -53.3434,    -36.794,          0,          0,          0,          0,          0,          0
"Transformer.t1", 2, 4,    53.3434,     36.794,    53.3434,     36.794,    53.3434,     36.794,          0,          0,   -53.3333,   -36.6667,   -53.3333,   -36.6667,   -53.3333,   -36.6667,          0,          0
"Load.l1", 1, 4,    53.3333,    36.6667,    53.3333,    36.6667,    53.3333,    36.6667,          0,          0
