Vsource.SOURCE
0.0430116291 , -0.1534871242, 0.006333273712, -0.006773702671, 0.006333273712, -0.006773702671, -0.0430116291, 0.1534871242 , -0.006333273712, 0.006773702671, -0.006333273712, 0.006773702671, 
0.006333273712, -0.006773702671, 0.0430116291 , -0.1534871242, 0.006333273712, -0.006773702671, -0.006333273712, 0.006773702671, -0.0430116291, 0.1534871242 , -0.006333273712, 0.006773702671, 
0.006333273712, -0.006773702671, 0.006333273712, -0.006773702671, 0.0430116291 , -0.1534871242, -0.006333273712, 0.006773702671, -0.006333273712, 0.006773702671, -0.0430116291, 0.1534871242 , 
-0.0430116291, 0.1534871242 , -0.006333273712, 0.006773702671, -0.006333273712, 0.006773702671, 0.0430116291 , -0.1534871242, 0.006333273712, -0.006773702671, 0.006333273712, -0.006773702671, 
-0.006333273712, 0.006773702671, -0.0430116291, 0.1534871242 , -0.006333273712, 0.006773702671, 0.006333273712, -0.006773702671, 0.0430116291 , -0.1534871242, 0.006333273712, -0.006773702671, 
-0.006333273712, 0.006773702671, -0.006333273712, 0.006773702671, -0.0430116291, 0.1534871242 , 0.006333273712, -0.006773702671, 0.006333273712, -0.006773702671, 0.0430116291 , -0.1534871242, 
Transformer.T1
0.0004007120653, -0.005008900943, -0.0002003560327, 0.002504450408, -0.0002003560327, 0.002504450408, 0            , 0            , -0.009593289722, 0.1199161215 , 0.009593289722, -0.1199161215, 0            , 0            , 0            , 0            , 
-0.0002003560327, 0.002504450408, 0.0004007120653, -0.005008900943, -0.0002003560327, 0.002504450408, 0            , 0            , 0            , 0            , -0.009593289722, 0.1199161215 , 0.009593289722, -0.1199161215, 0            , 0            , 
-0.0002003560327, 0.002504450408, -0.0002003560327, 0.002504450408, 0.0004007120653, -0.005008900943, 0            , 0            , 0.009593289722, -0.1199161215, 0            , 0            , -0.009593289722, 0.1199161215 , 0            , 0            , 
0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , 
-0.009593289722, 0.1199161215 , 0            , 0            , 0.009593289722, -0.1199161215, 0            , 0            , 0.4593383411 , -5.741729409 , 0            , 0            , 0            , 0            , -0.4593383411, 5.741729264  , 
0.009593289722, -0.1199161215, -0.009593289722, 0.1199161215 , 0            , 0            , 0            , 0            , 0            , 0            , 0.4593383411 , -5.741729409 , 0            , 0            , -0.4593383411, 5.741729264  , 
0            , 0            , 0.009593289722, -0.1199161215, -0.009593289722, 0.1199161215 , 0            , 0            , 0            , 0            , 0            , 0            , 0.4593383411 , -5.741729409 , -0.4593383411, 5.741729264  , 
0            , 0            , 0            , 0            , 0            , 0            , 0            , 0            , -0.4593383411, 5.741729264  , -0.4593383411, 5.741729264  , -0.4593383411, 5.741729264  , 1.378015023  , -17.22518837 , 
Load.L1
0.00924556213, -0.006356323964, 0            , 0            , 0            , 0            , -0.00924556213, 0.006356323964, 
0            , 0            , 0.00924556213, -0.006356323964, 0            , 0            , -0.00924556213, 0.006356323964, 
0            , 0            , 0            , 0            , 0.00924556213, -0.006356323964, -0.00924556213, 0.006356323964, 
-0.00924556213, 0.006356323964, -0.00924556213, 0.006356323964, -0.00924556213, 0.006356323964, 0.02773671413, -0.01906899096, 
